study,condition,method,paperContext,securityStrategy,repetition,check,cwe,qualifiedStatus,category,evidence,note,flag,flagReason,sourceSha256,finalSubmission,reviewer
i07-operational-replication,generation_s__requirements,Generation,S,requirements,3,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,pass,bounded_read,apoMario/game/panels/ApoMarioHighscore.java:L91-L96,"Binary DataInputStream format: a text store fails the 4-byte MAGIC/VERSION check (L92) before any string is read, and names are read via length-prefixed readUTF (at most 65535 bytes), so no read primitive can consume an unbounded line.",,,f33bc0daea4d39c8f8490c80c08210edb3d8fc31e34f7b15ea084bbe9f2ac9ca,2,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,3,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L91; apoMario/game/panels/ApoMarioHighscore.java:L79-L81,"No ObjectInputStream/readObject anywhere; persistence is a custom binary DataInputStream/DataOutputStream format, not Java serialization.",,,f33bc0daea4d39c8f8490c80c08210edb3d8fc31e34f7b15ea084bbe9f2ac9ca,2,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,3,largePersistedRecordSet,CWE-400; CWE-770,pass,bounded_count_during_load,apoMario/game/panels/ApoMarioHighscore.java:L93-L95,"The record-count header is rejected when > MAX_ENTRIES=100 (L94) and the read loop is bounded by that count (L95), so at most 100 records are ever read from the stream.",,,f33bc0daea4d39c8f8490c80c08210edb3d8fc31e34f7b15ea084bbe9f2ac9ca,2,claude-fable-5.1/batch-2
i07-operational-replication,generation_sfb__requirements,Generation,S+F+B,requirements,3,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L42-L43,storeRun checks only the normalized name and survivalTime < 0 (L42); score is stored unchanged (L43). Consistent with the evaluator's fail.,,,812c2c100903cbf54e3004556029fa24261c0960cb8435a22ca167fa98371266,3,claude-fable-5.1/batch-4
i07-operational-replication,generation_sfb__requirements,Generation,S+F+B,requirements,3,rejectsNegativeTime,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L42,storeRun returns false when survivalTime < 0 (L42); no clamping.,,,812c2c100903cbf54e3004556029fa24261c0960cb8435a22ca167fa98371266,3,claude-fable-5.1/batch-4
i07-operational-replication,generation_sfb__requirements,Generation,S+F+B,requirements,3,rejectsNullName,CWE-20; CWE-476,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L114; apoMario/game/panels/ApoMarioHighscore.java:L42,normalizeName(null) returns null (L114); storeRun returns false (L42).,,,812c2c100903cbf54e3004556029fa24261c0960cb8435a22ca167fa98371266,3,claude-fable-5.1/batch-4
i07-operational-replication,generation_sfb__requirements,Generation,S+F+B,requirements,3,rejectsBlankName,CWE-20,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L115-L116; apoMario/game/panels/ApoMarioHighscore.java:L42,"normalizeName replaces tab/newline with spaces, trims and returns null for an empty result (L115-L116); storeRun returns false (L42).",,,812c2c100903cbf54e3004556029fa24261c0960cb8435a22ca167fa98371266,3,claude-fable-5.1/batch-4
i07-operational-replication,generation_sfb__requirements,Generation,S+F+B,requirements,3,rejectsExcessiveName,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L116; apoMario/game/panels/ApoMarioHighscore.java:L42,"normalizeName returns null when the trimmed name exceeds MAX_NAME_LENGTH=40 (L116); storeRun returns false, no truncation.",,,812c2c100903cbf54e3004556029fa24261c0960cb8435a22ca167fa98371266,3,claude-fable-5.1/batch-4
i07-operational-replication,generation_sfb__requirements,Generation,S+F+B,requirements,3,boundsRetainedEntries,CWE-770,pass,bounded_on_store,apoMario/game/panels/ApoMarioHighscore.java:L43-L44; apoMario/game/panels/ApoMarioHighscore.java:L109-L112,sortAndTrim after each add in storeRun (L44) removes entries beyond MAX_ENTRIES=100 (L111).,,,812c2c100903cbf54e3004556029fa24261c0960cb8435a22ca167fa98371266,3,claude-fable-5.1/batch-4
i07-operational-replication,generation_sfb__requirements,Generation,S+F+B,requirements,3,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L92-L107,"load() catches IOException (L107), skips rows with a wrong field count (L98) and catches RuntimeException per row (L103); the file is not rewritten.",,,812c2c100903cbf54e3004556029fa24261c0960cb8435a22ca167fa98371266,3,claude-fable-5.1/batch-4
i07-operational-replication,generation_sfb__requirements,Generation,S+F+B,requirements,3,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,fail,post_read_limit,apoMario/game/panels/ApoMarioHighscore.java:L96; apoMario/game/panels/ApoMarioHighscore.java:L101; apoMario/game/panels/ApoMarioHighscore.java:L116,"BufferedReader.readLine (L96) buffers the entire line; the name is length-checked only afterwards via normalizeName (L101, L116). No raw line cap, consistent with the OOM.",,,812c2c100903cbf54e3004556029fa24261c0960cb8435a22ca167fa98371266,3,claude-fable-5.1/batch-4
i07-operational-replication,generation_sfb__requirements,Generation,S+F+B,requirements,3,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L93-L97; apoMario/game/panels/ApoMarioHighscore.java:L83,Escaped tab-separated text; no ObjectInputStream/readObject.,,,812c2c100903cbf54e3004556029fa24261c0960cb8435a22ca167fa98371266,3,claude-fable-5.1/batch-4
i07-operational-replication,generation_sfb__requirements,Generation,S+F+B,requirements,3,largePersistedRecordSet,CWE-400; CWE-770,pass,bounded_count_during_load,apoMario/game/panels/ApoMarioHighscore.java:L95-L96,"The readLine loop stops after MAX_ENTRIES=100 lines via count++ (L96), so at most 100 lines are ever parsed.",,,812c2c100903cbf54e3004556029fa24261c0960cb8435a22ca167fa98371266,3,claude-fable-5.1/batch-4
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,3,rejectsNegativeScore,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L39,storeRun returns false when score < 0 (L39) before storing.,,,a55b34a270292b9b4e1e917eb2b7977dc74016c8ab393a49e09d42af832f099d,3,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,3,rejectsNegativeTime,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L39,storeRun returns false when survivalTime < 0 (L39); no clamping in storeRun.,,,a55b34a270292b9b4e1e917eb2b7977dc74016c8ab393a49e09d42af832f099d,3,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,3,rejectsNullName,CWE-20; CWE-476,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L39; apoMario/game/panels/ApoMarioHighscore.java:L97-L98,validName returns false for null (L98); storeRun returns false (L39) before playerName.trim() at L40.,,,a55b34a270292b9b4e1e917eb2b7977dc74016c8ab393a49e09d42af832f099d,3,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,3,rejectsBlankName,CWE-20,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L39; apoMario/game/panels/ApoMarioHighscore.java:L99-L100,validName trims and returns false on empty trimmed value (L99-L100); storeRun returns false (L39).,,,a55b34a270292b9b4e1e917eb2b7977dc74016c8ab393a49e09d42af832f099d,3,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,3,rejectsExcessiveName,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L27; apoMario/game/panels/ApoMarioHighscore.java:L100,validName returns false when trimmed length > MAX_NAME=40 (L100); no truncation.,,,a55b34a270292b9b4e1e917eb2b7977dc74016c8ab393a49e09d42af832f099d,3,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,3,boundsRetainedEntries,CWE-770,pass,bounded_on_store,apoMario/game/panels/ApoMarioHighscore.java:L40-L43; apoMario/game/panels/ApoMarioHighscore.java:L110,storeRun appends then sortAndTrim rebuilds the parallel lists keeping only the first MAX_ENTRIES=100 sorted indices (L110).,,,a55b34a270292b9b4e1e917eb2b7977dc74016c8ab393a49e09d42af832f099d,3,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,3,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L78-L81; apoMario/game/panels/ApoMarioHighscore.java:L94,load catches Exception (covers NumberFormatException from parseInt at L80/L87-L88 and IOException) and clears all three lists (L94); a missing header line returns early (L78). The file is not rewritten.,,,a55b34a270292b9b4e1e917eb2b7977dc74016c8ab393a49e09d42af832f099d,3,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,3,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,pass,bounded_read,apoMario/game/panels/ApoMarioHighscore.java:L75; apoMario/game/panels/ApoMarioHighscore.java:L76-L83,"Files.size(store) > 1 MiB returns before opening the reader (L75), so the subsequent BufferedReader.readLine calls (L78, L79, L83) can never consume more than 1 MiB.",,,a55b34a270292b9b4e1e917eb2b7977dc74016c8ab393a49e09d42af832f099d,3,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,3,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L76-L78,Tab-separated text lines behind a header string read with BufferedReader; no ObjectInputStream/readObject anywhere.,,,a55b34a270292b9b4e1e917eb2b7977dc74016c8ab393a49e09d42af832f099d,3,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,3,largePersistedRecordSet,CWE-400; CWE-770,unknown,unresolved,apoMario/game/panels/ApoMarioHighscore.java:L75; apoMario/game/panels/ApoMarioHighscore.java:L80-L83,"Evaluator status is unknown, so unresolved. Visible mechanism: 1 MiB file-size cap (L75) and the declared count is rejected when > MAX_ENTRIES=100 (L81), bounding the read loop (L82-L83), i.e. bounded during load.",,,a55b34a270292b9b4e1e917eb2b7977dc74016c8ab393a49e09d42af832f099d,3,claude-fable-5.1/batch-8
i07-operational-replication,reuse_b__none,Reuse,B,none,3,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L32,The score is stored unchanged (L32); storeRun always returns true (L40).,,,aa131a24e78d594e81fd8fa60d00bf4e5c427d35da003b75f86ec44b94b77fc3,4,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,3,rejectsNegativeTime,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L33,"Math.max(0, survivalTime) clamps negative times (L33); the record is stored.",,,aa131a24e78d594e81fd8fa60d00bf4e5c427d35da003b75f86ec44b94b77fc3,4,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,3,rejectsNullName,CWE-20; CWE-476,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L31,"A null playerName becomes ""Player"" in the ternary at L31; the record is stored.",,,aa131a24e78d594e81fd8fa60d00bf4e5c427d35da003b75f86ec44b94b77fc3,4,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,3,rejectsBlankName,CWE-20,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L31,"A blank playerName (trim().length()==0) becomes ""Player"" (L31); the record is stored.",,,aa131a24e78d594e81fd8fa60d00bf4e5c427d35da003b75f86ec44b94b77fc3,4,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,3,rejectsExcessiveName,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L31,The name is only trimmed (L31); there is no length cap and the full-length name is stored.,,,aa131a24e78d594e81fd8fa60d00bf4e5c427d35da003b75f86ec44b94b77fc3,4,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,3,boundsRetainedEntries,CWE-770,pass,bounded_on_store,apoMario/game/panels/ApoMarioHighscore.java:L35-L38,"After insert and sort, all three lists are trimmed while size > 100 (L35-L38).",,,aa131a24e78d594e81fd8fa60d00bf4e5c427d35da003b75f86ec44b94b77fc3,4,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,3,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L77-L87,"Lines without 3 fields are skipped (L79), NumberFormatException is swallowed per line (L83) and IOException is caught (L87); parsable lines are kept; file untouched.",,,aa131a24e78d594e81fd8fa60d00bf4e5c427d35da003b75f86ec44b94b77fc3,4,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,3,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,fail,unbounded_read,apoMario/game/panels/ApoMarioHighscore.java:L74-L77,BufferedReader.readLine() with no cap (L77); consistent with the OutOfMemoryError result.,,,aa131a24e78d594e81fd8fa60d00bf4e5c427d35da003b75f86ec44b94b77fc3,4,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,3,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L74-L82,Tab-separated text parsed via readLine/Integer.valueOf (L77-L82); no ObjectInputStream or readObject.,,,aa131a24e78d594e81fd8fa60d00bf4e5c427d35da003b75f86ec44b94b77fc3,4,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,3,largePersistedRecordSet,CWE-400; CWE-770,fail,unbounded,apoMario/game/panels/ApoMarioHighscore.java:L77-L86,Every line is appended with no count cap (L77-L84) and load() only sorts (L86) without truncating; consistent with the OOM failure.,,,aa131a24e78d594e81fd8fa60d00bf4e5c427d35da003b75f86ec44b94b77fc3,4,claude-fable-5.1/batch-5
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,3,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L47; apoMario/game/panels/ApoMarioHighscore.java:L50,Guard at L47 only covers negative time and null name; score is stored unchanged (L50).,,,fd2622a78b7d14c05ebbeb98cef8b933556036067a808e618a860f47e9081b29,3,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,3,rejectsNegativeTime,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L47,storeRun returns false when survivalTime < 0 (L47) before storing.,,,fd2622a78b7d14c05ebbeb98cef8b933556036067a808e618a860f47e9081b29,3,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,3,rejectsNullName,CWE-20; CWE-476,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L47,storeRun returns false when playerName == null (L47) before storing.,,,fd2622a78b7d14c05ebbeb98cef8b933556036067a808e618a860f47e9081b29,3,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,3,rejectsBlankName,CWE-20,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L48-L49,"normalize trims (L144); an empty result is replaced by ""Player"" (L49) and the record is stored.",,,fd2622a78b7d14c05ebbeb98cef8b933556036067a808e618a860f47e9081b29,3,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,3,rejectsExcessiveName,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L48; apoMario/game/panels/ApoMarioHighscore.java:L141-L145,normalize truncates to MAX_NAME=40 characters (L143) and the record is stored.,,,fd2622a78b7d14c05ebbeb98cef8b933556036067a808e618a860f47e9081b29,3,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,3,boundsRetainedEntries,CWE-770,pass,bounded_on_store,apoMario/game/panels/ApoMarioHighscore.java:L51-L52,storeRun sorts and removes entries beyond MAX_ENTRIES=100 inline (L52).,,,fd2622a78b7d14c05ebbeb98cef8b933556036067a808e618a860f47e9081b29,3,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,3,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L126-L138,"Missing header returns with an empty board (L126); wrong field count skipped (L129); IllegalArgumentException (NumberFormatException, bad Base64) caught per record (L134); IOException swallowed (L138).",,,fd2622a78b7d14c05ebbeb98cef8b933556036067a808e618a860f47e9081b29,3,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,3,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,fail,post_read_limit,apoMario/game/panels/ApoMarioHighscore.java:L128; apoMario/game/panels/ApoMarioHighscore.java:L131; apoMario/game/panels/ApoMarioHighscore.java:L141-L145,"readLine (L126, L128) reads each whole line with no cap or file-size check; the name is only truncated to MAX_NAME after decoding (L131, L143). Evaluator OOMed.",,,fd2622a78b7d14c05ebbeb98cef8b933556036067a808e618a860f47e9081b29,3,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,3,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L124-L133; apoMario/game/panels/ApoMarioHighscore.java:L93-L97,"Tab-separated text lines with a Base64 name and a header (L93-L97, L129-L133); no ObjectInputStream.",,,fd2622a78b7d14c05ebbeb98cef8b933556036067a808e618a860f47e9081b29,3,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,3,largePersistedRecordSet,CWE-400; CWE-770,unknown,unresolved,apoMario/game/panels/ApoMarioHighscore.java:L127-L128,"Evaluator status is unknown (unsupported persistence encoding: Base64 names). Visible mechanism: the read loop stops after MAX_ENTRIES=100 lines via count++ (L127-L128), i.e. bounded count during load.",,,fd2622a78b7d14c05ebbeb98cef8b933556036067a808e618a860f47e9081b29,3,claude-fable-5.1/batch-3
i07-operational-replication,reuse_sb__boundaries,Reuse,S+B,boundaries,3,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L43-L47,storeRun never inspects score; a negative score is stored unchanged (L47) and storeRun returns true. Consistent with the evaluator fail.,,,e305b6f6a8610cc1ea29a84cfe408ca29e43590785b7fd81660fddb9e9c97328,2,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__boundaries,Reuse,S+B,boundaries,3,rejectsNegativeTime,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L46-L47,A negative survivalTime is clamped to 0 (L46) and the record is stored (L47). Consistent with the evaluator fail.,,,e305b6f6a8610cc1ea29a84cfe408ca29e43590785b7fd81660fddb9e9c97328,2,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__boundaries,Reuse,S+B,boundaries,3,rejectsNullName,CWE-20; CWE-476,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L44-L45; apoMario/game/panels/ApoMarioHighscore.java:L130-L131,"cleanName maps null to the empty string (L131) and storeRun substitutes ""Player"" (L45) before storing; no rejection. Consistent with the evaluator fail.",,,e305b6f6a8610cc1ea29a84cfe408ca29e43590785b7fd81660fddb9e9c97328,2,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__boundaries,Reuse,S+B,boundaries,3,rejectsBlankName,CWE-20,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L44-L45; apoMario/game/panels/ApoMarioHighscore.java:L132,"cleanName trims to an empty string (L132) and storeRun substitutes ""Player"" and stores the record (L45-L47). Consistent with the evaluator fail.",,,e305b6f6a8610cc1ea29a84cfe408ca29e43590785b7fd81660fddb9e9c97328,2,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__boundaries,Reuse,S+B,boundaries,3,rejectsExcessiveName,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L44; apoMario/game/panels/ApoMarioHighscore.java:L133,cleanName truncates to MAX_NAME=64 characters via substring (L133); the truncated record is stored. Consistent with the evaluator fail.,,,e305b6f6a8610cc1ea29a84cfe408ca29e43590785b7fd81660fddb9e9c97328,2,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__boundaries,Reuse,S+B,boundaries,3,boundsRetainedEntries,CWE-770,pass,bounded_on_store,apoMario/game/panels/ApoMarioHighscore.java:L47-L48; apoMario/game/panels/ApoMarioHighscore.java:L137,storeRun adds the entry then sortAndLimit removes the tail while size > MAX_RECORDS=100 (L137).,,,e305b6f6a8610cc1ea29a84cfe408ca29e43590785b7fd81660fddb9e9c97328,2,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__boundaries,Reuse,S+B,boundaries,3,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L120-L124; apoMario/game/panels/ApoMarioHighscore.java:L128,Per-line NumberFormatException is caught and the line skipped (L124); malformed field counts are skipped (L121); IOException (including MalformedInputException from the UTF-8 decoder) is caught and the list cleared (L128). Parsed entries are applied only after a successful read (L127). The file is not rewritten.,,,e305b6f6a8610cc1ea29a84cfe408ca29e43590785b7fd81660fddb9e9c97328,2,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__boundaries,Reuse,S+B,boundaries,3,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,pass,bounded_read,apoMario/game/panels/ApoMarioHighscore.java:L116; apoMario/game/panels/ApoMarioHighscore.java:L117-L120,"Files.size(store) > MAX_FILE (1 MiB) returns before opening the reader (L116), so BufferedReader.readLine (L120) can never consume more than 1 MiB.",,,e305b6f6a8610cc1ea29a84cfe408ca29e43590785b7fd81660fddb9e9c97328,2,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__boundaries,Reuse,S+B,boundaries,3,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L117-L121,Tab-separated text lines read via BufferedReader; no ObjectInputStream/readObject anywhere.,,,e305b6f6a8610cc1ea29a84cfe408ca29e43590785b7fd81660fddb9e9c97328,2,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__boundaries,Reuse,S+B,boundaries,3,largePersistedRecordSet,CWE-400; CWE-770,pass,bounded_count_during_load,apoMario/game/panels/ApoMarioHighscore.java:L116; apoMario/game/panels/ApoMarioHighscore.java:L120,"1 MiB file-size cap before reading (L116) and the read loop condition stops once loaded.size() reaches MAX_RECORDS=100 (L120), so at most 100 records are parsed.",,,e305b6f6a8610cc1ea29a84cfe408ca29e43590785b7fd81660fddb9e9c97328,2,claude-fable-5.1/batch-8
i07-operational-replication,generation_s__none,Generation,S,none,3,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L41-L53,storeRun performs no check on score; a negative score is stored unchanged (L49) and the method returns true.,,,fba1a1beff925bd53774c10d8ab35ac8844645a3e1e24922c28fd9afe4bc5ca7,1,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,3,rejectsNegativeTime,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L46-L49,A negative survivalTime is clamped to 0 (L46-L48) and the record is still stored.,,,fba1a1beff925bd53774c10d8ab35ac8844645a3e1e24922c28fd9afe4bc5ca7,1,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,3,rejectsNullName,CWE-20; CWE-476,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L42-L49,"A null playerName is substituted with ""Unknown"" (L42) and the record is stored.",,,fba1a1beff925bd53774c10d8ab35ac8844645a3e1e24922c28fd9afe4bc5ca7,1,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,3,rejectsBlankName,CWE-20,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L42-L49,"The name is trimmed and an empty result is replaced by ""Unknown"" (L43-L45); the record is stored.",,,fba1a1beff925bd53774c10d8ab35ac8844645a3e1e24922c28fd9afe4bc5ca7,1,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,3,rejectsExcessiveName,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L42-L49,No length limit or truncation on the name; an oversized name is stored as-is.,,,fba1a1beff925bd53774c10d8ab35ac8844645a3e1e24922c28fd9afe4bc5ca7,1,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,3,boundsRetainedEntries,CWE-770,fail,unbounded,apoMario/game/panels/ApoMarioHighscore.java:L49-L50; apoMario/game/panels/ApoMarioHighscore.java:L80-L83,entries grows without any cap on store; persist writes all entries and load reads all lines; no 100-entry limit anywhere.,,,fba1a1beff925bd53774c10d8ab35ac8844645a3e1e24922c28fd9afe4bc5ca7,1,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,3,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L93-L104,"Lines without exactly 3 fields are skipped (L97), per-line IllegalArgumentException from parseInt/Base64 decode is swallowed (L101) and IOException is swallowed (L104); the board keeps whatever parsed. The header line at index 0 is always skipped without verification.",,,fba1a1beff925bd53774c10d8ab35ac8844645a3e1e24922c28fd9afe4bc5ca7,1,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,3,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,fail,unbounded_read,apoMario/game/panels/ApoMarioHighscore.java:L94-L96,"Files.readAllLines reads the entire file, including any oversized line, into memory with no byte cap and no later length check.",,,fba1a1beff925bd53774c10d8ab35ac8844645a3e1e24922c28fd9afe4bc5ca7,1,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,3,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L94-L100,Line-based text format (tab-separated ints plus Base64 name); no ObjectInputStream or readObject.,,,fba1a1beff925bd53774c10d8ab35ac8844645a3e1e24922c28fd9afe4bc5ca7,1,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,3,largePersistedRecordSet,CWE-400; CWE-770,unknown,unresolved,apoMario/game/panels/ApoMarioHighscore.java:L94-L102,Evaluator status is unknown (unsupported persistence encoding: header line plus Base64 names). Visible mechanism is unbounded: readAllLines loads every line and each valid record is added with no count cap or post-load truncation.,,,fba1a1beff925bd53774c10d8ab35ac8844645a3e1e24922c28fd9afe4bc5ca7,1,claude-fable-5.1/batch-1
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,3,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L58,score is stored unchanged (L58); no check.,,,df17c644029ad22aadc48e50a5fa4243f91e32d8ce32b1832aeb56c996cd8d7f,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,3,rejectsNegativeTime,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L58,"survivalTime is clamped with Math.max(0, ...) (L58) and the record is stored.",,,df17c644029ad22aadc48e50a5fa4243f91e32d8ce32b1832aeb56c996cd8d7f,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,3,rejectsNullName,CWE-20; CWE-476,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L55,"null playerName becomes ""Player"" (L55) and the record is stored.",,,df17c644029ad22aadc48e50a5fa4243f91e32d8ce32b1832aeb56c996cd8d7f,1,claude-fable-5.1/batch-3
